Category,Type,Model,Manufacturer,Physical Location Type,Physical Location,Assigned Locations,Status,Serial Number,No. of Units,Change Date,PO/Contract Number,FRD/Release Number
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIC3,FINES (PS17),In Use,003117,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIB5,FINES (PS17),In Use,003104,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIB4,FINES (PS17),In Use,003125,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIC6,FINES (PS17),In Use,002696,1,15-SEP-2023,2019-1171,0046
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIA3,FINES (PS17),In Use,003103,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIC1,FINES (PS17),In Use,003120,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIC5,FINES (PS17),In Use,003111,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIA0,FINES (PS17),In Use,003114,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium T360-SV1-GSN Feedback,"Nanometrics, Inc.",Station - Site,FIA1,FINES (PS17),In Use,000205,1,03-JAN-2023,2019-1171,0046
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIB3,FINES (PS17),In Use,003110,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIC2,FINES (PS17),In Use,003124,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIB2,FINES (PS17),In Use,002656,1,15-SEP-2023,2019-1171,0046
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIB1,FINES (PS17),In Use,003115,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIC4,FINES (PS17),In Use,003113,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIA2,FINES (PS17),In Use,003116,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium TH120-2 Feedback,"Nanometrics, Inc.",Station - Site,FIB6,FINES (PS17),In Use,003123,1,15-SEP-2023,2019-1171,0051
Seismometer,Feedback,Trillium Compact 120s Feedback,"Nanometrics, Inc.",Station - Site,FITZ,FITZ (AS005),In Use,5210,1,22-NOV-2017,,
Seismometer,Feedback,CMG-3TB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,FITZ,FITZ (AS005),In Use,T3N30,1,10-MAY-2018,,
Seismometer,Feedback,Trillium 120-QA Feedback,"Nanometrics, Inc.",Station - Site,FRB,FRB (AS012),In Use,2497,1,03-AUG-2022,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,FURI,FURI (AS030),In Use,90916,1,17-MAR-2021,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEA0,GERES (PS19),In Use,192,1,02-OCT-2020,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEA1,GERES (PS19),In Use,178,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEA2,GERES (PS19),In Use,202,1,11-NOV-2018,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEA2,GERES (PS19),In Use,210,1,11-JAN-2018,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEA2,GERES (PS19),In Use,195,1,11-JAN-2018,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEA3,GERES (PS19),In Use,956,1,02-OCT-2020,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEB1,GERES (PS19),In Use,186,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEB2,GERES (PS19),In Use,964,1,22-APR-2021,2019-1171,0003
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEB3,GERES (PS19),In Use,585,1,11-JAN-2018,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEB4,GERES (PS19),In Use,184,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEB5,GERES (PS19),In Use,188,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEC1,GERES (PS19),In Use,189,1,06-JUN-2002,,
Seismometer,Feedback,CMG-3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GEC7A,GERES (PS19),In Use,T39661,1,27-MAY-2020,2013-0084,0077
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEC2B,GERES (PS19),In Use,198,1,11-JAN-2018,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEC3,GERES (PS19),In Use,185,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEC4,GERES (PS19),In Use,194,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEC5,GERES (PS19),In Use,193,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEC6,GERES (PS19),In Use,190,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GEC7,GERES (PS19),In Use,208,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED1,GERES (PS19),In Use,211,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED1,GERES (PS19),In Use,205,1,13-MAY-2019,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED1,GERES (PS19),In Use,970,1,02-OCT-2020,2019-1171,0003
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED2,GERES (PS19),In Use,179,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED3,GERES (PS19),In Use,187,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED4,GERES (PS19),In Use,207,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED4,GERES (PS19),In Use,212,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED4,GERES (PS19),In Use,522,1,06-JUN-2002,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED5,GERES (PS19),In Use,968,1,11-OCT-2021,2019-1171,0003
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED6,GERES (PS19),In Use,180,1,28-OCT-2020,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED7,GERES (PS19),In Use,200,1,11-JAN-2018,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED7,GERES (PS19),In Use,191,1,11-JAN-2018,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED8,GERES (PS19),In Use,196,1,02-SEP-2020,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,GED9,GERES (PS19),In Use,177,1,06-JUN-2002,,
Seismometer,Feedback,CMG-3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GEC2A,GERES (PS19),In Use,T38187,1,16-OCT-2018,2013-0084,0018
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYB4,GEYT (PS44),In Use,V3I57,1,01-JUL-2016,2008-0589,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYA1,GEYT (PS44),In Use,V3I53,1,27-JUL-2017,2008-0589,
Seismometer,Feedback,CMG-3TB 12000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYA0B,GEYT (PS44),In Use,T35652,1,16-DEC-2009,,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYB5,GEYT (PS44),In Use,V3I56,1,14-NOV-2016,2008-0589,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYA0,GEYT (PS44),In Use,V3I60,1,22-MAY-2018,2008-0589,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYB2,GEYT (PS44),In Use,V3J34,1,21-SEP-2016,2012-1328,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYB3,GEYT (PS44),In Use,V3I55,1,08-MAY-2019,2008-0589,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYA2,GEYT (PS44),In Use,V3J35,1,02-JUL-2016,2012-1328,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYB1,GEYT (PS44),In Use,V3I54,1,16-DEC-2009,2008-0589,
Seismometer,Feedback,CMG-3V HYB 6000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,GYA3,GEYT (PS44),In Use,V3I62,1,16-DEC-2009,2008-0589,
Seismometer,Feedback,Trillium 240 Feedback,"Nanometrics, Inc.",Station - Site,GNI,GNI (AS003),In Use,000617,1,13-OCT-2010,,
Seismometer,Feedback,STS-2 20000 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,GUMO,GUMO (AS105),In Use,30735,1,15-JAN-2010,,
Seismometer,Feedback,Trillium 120-QA Feedback,"Nanometrics, Inc.",Station - Site,H02S1,H02S (HA02),In Use,2543,1,25-JUL-2019,,
Seismometer,Feedback,Trillium 120-QA Feedback,"Nanometrics, Inc.",Station - Site,H02S2,H02S (HA02),In Use,2598,1,23-JUL-2019,,
Seismometer,Passive,CPHM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,H05N1,H05N (HA05),In Use,500002,1,13-JUL-2022,,
Seismometer,Passive,CPHM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,H05N1,H05N (HA05),In Use,500006,1,15-MAY-2019,,
Seismometer,Passive,CPHM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,H05N1,H05N (HA05),In Use,500017,1,15-MAY-2019,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,H05S1,H05S (HA05),In Use,014,1,11-FEB-2019,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,H05S1,H05S (HA05),In Use,072,1,11-FEB-2019,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,H05S1,H05S (HA05),In Use,003,1,11-FEB-2019,,
Seismometer,Feedback,STS-2 1500 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,H06E1,"H06E (HA06), H06N (HA06), H06S (HA06)",In Use,100114,1,06-NOV-2021,,
Seismometer,Feedback,STS-2 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,H06N1,H06N (HA06),In Use,120210,1,17-JUL-2005,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H06S1,H06S (HA06),In Use,549,1,17-JUL-2005,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H06S1,H06S (HA06),In Use,552,1,19-MAY-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H06S1,H06S (HA06),In Use,550,1,03-FEB-2005,,
Seismometer,Feedback,Trillium 120 P Feedback,"Nanometrics, Inc.",Station - Site,H07N1,H07N (HA07),In Use,000766,1,15-OCT-2021,2019-1171,0009
Seismometer,Feedback,Trillium 120 P Feedback,"Nanometrics, Inc.",Station - Site,H07S1,H07S (HA07),In Use,000767,1,15-OCT-2021,2019-1171,0009
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H09N1,H09N (HA09),In Use,609,1,01-FEB-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H09N1,H09N (HA09),In Use,611,1,01-FEB-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H09N1,H09N (HA09),In Use,616,1,01-FEB-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H09W1,H09W (HA09),In Use,607,1,01-FEB-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H09W1,H09W (HA09),In Use,612,1,01-FEB-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,H09W1,H09W (HA09),In Use,615,1,01-FEB-2004,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFB2,HFS (AS101),In Use,T310772,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFB5,HFS (AS101),In Use,T310801,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFA1,HFS (AS101),In Use,T310800,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFA2,HFS (AS101),In Use,T310774,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFB3,HFS (AS101),In Use,T310773,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFA0,HFS (AS101),In Use,T310792,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFC2,HFS (AS101),In Use,T310798,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFB1,HFS (AS101),In Use,T310771,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFB4,HFS (AS101),In Use,T310799,1,18-JAN-2022,,
Seismometer,Feedback,3T-120 Feedback,Guralp Systems Ltd.,Station - Site,HFA3,HFS (AS101),In Use,T310775,1,18-JAN-2022,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIB3,HILR (PS12),In Use,V3236,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIA1,HILR (PS12),In Use,V3230,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIA3,HILR (PS12),In Use,V3233,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIB5,HILR (PS12),In Use,V3238,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIB1,HILR (PS12),In Use,V3234,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIA2,HILR (PS12),In Use,V3232,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIB4,HILR (PS12),In Use,V3237,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIA0,HILR (PS12),In Use,V3227,1,27-NOV-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,HIB2,HILR (PS12),In Use,V3235,1,27-NOV-2017,,
Seismometer,Feedback,Trillium 360-PH Feedback,"Nanometrics, Inc.",Station - Site,HNR,HNR (AS098),In Use,001028,1,30-JAN-2020,,
Seismometer,Feedback,Trillium 120-PH Feedback,"Nanometrics, Inc.",Station - Site,HNR,HNR (AS098),In Use,001055,1,30-JAN-2020,,
Seismometer,Feedback,Trillium 120-PH Feedback,"Nanometrics, Inc.",Station - Site,HNR,HNR (AS098),In Use,001014,1,05-SEP-2016,,
Seismometer,Feedback,STS-2 20000 V/m/s High-Gain Feedback,G. Streckeisen AG,Station - Site,IDI,IDI (AS036),In Use,60140,1,08-APR-2003,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL01,ILAR (PS49),In Use,,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL02,ILAR (PS49),In Use,,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL03,ILAR (PS49),In Use,170,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL04,ILAR (PS49),In Use,,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL05,ILAR (PS49),In Use,,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL06,ILAR (PS49),In Use,089,1,16-AUG-2018,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL07,ILAR (PS49),In Use,164,1,13-JUL-2009,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL08,ILAR (PS49),In Use,097,1,06-JUL-2022,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL09,ILAR (PS49),In Use,1,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL10,ILAR (PS49),In Use,195,1,08-OCT-2019,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL11,ILAR (PS49),In Use,255,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL12,ILAR (PS49),In Use,208,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL13,ILAR (PS49),In Use,096,1,29-MAR-2014,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL14,ILAR (PS49),In Use,,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL15,ILAR (PS49),In Use,115,1,25-OCT-2018,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL16,ILAR (PS49),In Use,109,1,07-JAN-2014,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL17,ILAR (PS49),In Use,111,1,31-AUG-2006,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,IL18,ILAR (PS49),In Use,76,1,31-AUG-2006,,
Seismometer,Feedback,Trillium 120-QA Feedback,"Nanometrics, Inc.",Station - Site,INK,INK (AS017),In Use,2572,1,22-FEB-2021,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,IPFO,IPFO (AS108),In Use,111044,1,03-FEB-2023,,
Seismometer,Feedback,Trillium 120 P Feedback,"Nanometrics, Inc.",Station - Site,JAY,JAY (AS041),In Use,480,1,10-NOV-2011,,
Seismometer,Feedback,CMG-3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,JCJ,JCJ (AS055),In Use,T310243,1,17-OCT-2020,,
Seismometer,Feedback,3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,JHJ,JHJ (AS053),In Use,T310199,1,04-AUG-2020,2013-0084,0118
Seismometer,Feedback,3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,JKA,JKA (AS054),In Use,T310242,1,08-SEP-2020,2013-0084,0118
Seismometer,Feedback,STS-2 20000 V/m/s High-Gain Feedback,G. Streckeisen AG,Station - Site,JMIC,JMIC (AS073),In Use,30234,1,02-OCT-2003,,
Seismometer,Feedback,3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,JNU,JNU (AS051),In Use,T310149,1,16-JUN-2020,2013-0084,0118
Seismometer,Feedback,3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,JOW,JOW (AS052),In Use,T310150,1,09-JUL-2020,2013-0084,0118
Seismometer,Feedback,STS-2 1500 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,JTS,JTS (AS025),In Use,110826,1,04-MAY-2012,,
Seismometer,Feedback,Trillium 120-PH Feedback,"Nanometrics, Inc.",Station - Site,KAPI,KAPI (AS044),In Use,0025,1,21-JUL-2015,,
Seismometer,Feedback,3TB 5000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KBZ,KBZ (PS32),In Use,T310091,1,17-MAY-2023,2013-0084,0108
Seismometer,Feedback,Trillium 360-PH Feedback,"Nanometrics, Inc.",Station - Facility,CF-KDAK,KDAK (AS110),In Use,1030,1,08-NOV-2018,,
Seismometer,Feedback,CMG-3TB 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KEST,KEST (PS42),In Use,T3T87,1,22-FEB-2006,,
Seismometer,Feedback,CMG-3TB 3000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KIRV,KIRV (AS082),In Use,T36056,1,22-MAY-2012,,
Seismometer,Feedback,STS-2 1500 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,KLR,KLR (AS089),In Use,70846,1,11-OCT-2010,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,KMBO,KMBO (PS24),In Use,192402,1,01-OCT-2021,2016-2054,0026
Seismometer,Feedback,Trillium 240 Feedback,"Nanometrics, Inc.",Station - Site,KOWA,KOWA (AS062),In Use,618,1,24-JUN-2010,,
Seismometer,Feedback,3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Facility,CF-SG-PG1,KRVT (AS076),In Use,T35348,1,09-MAR-2020,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS32,KSRS (PS31),In Use,106,1,12-JUN-2023,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS01,KSRS (PS31),In Use,116,1,01-MAY-2005,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS02,KSRS (PS31),In Use,015,1,01-MAY-2005,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS36,KSRS (PS31),In Use,101,1,15-JUN-2009,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS03,KSRS (PS31),In Use,024,1,16-DEC-2020,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS35,KSRS (PS31),In Use,081,1,03-SEP-2015,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS04,KSRS (PS31),In Use,171,1,05-MAY-2019,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS05,KSRS (PS31),In Use,147,1,12-JUN-2009,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS06,KSRS (PS31),In Use,176,1,01-MAY-2005,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS07,KSRS (PS31),In Use,102,1,01-MAY-2005,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS33,KSRS (PS31),In Use,049,1,01-MAY-2005,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS08,KSRS (PS31),In Use,142,1,30-AUG-2019,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS09,KSRS (PS31),In Use,037,1,05-OCT-2020,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS10,KSRS (PS31),In Use,070,1,01-MAY-2005,,
Seismometer,Passive,23900 Passive,"Geotech Instruments, LLC",Station - Site,KS11,KSRS (PS31),In Use,161,1,26-APR-2021,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS37,KSRS (PS31),In Use,095,1,01-MAY-2005,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS14,KSRS (PS31),In Use,071,1,01-MAY-2005,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS12,KSRS (PS31),In Use,98,1,02-JUN-2021,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS13,KSRS (PS31),In Use,106,1,28-FEB-2019,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS15,KSRS (PS31),In Use,202,1,01-MAY-2005,,
Seismometer,Passive,KS20171 Passive,"Geotech Instruments, LLC",Station - Site,KS16,KSRS (PS31),In Use,198,1,20-OCT-2021,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS17,KSRS (PS31),In Use,80,1,26-OCT-2021,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS31,KSRS (PS31),In Use,084,1,24-FEB-2023,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS31,KSRS (PS31),In Use,057,1,24-FEB-2023,,
Seismometer,Passive,23900A Passive,"Geotech Instruments, LLC",Station - Site,KS18,KSRS (PS31),In Use,224,1,10-DEC-2020,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,KS34,KSRS (PS31),In Use,078,1,01-NOV-2023,,
Seismometer,Passive,23900 Passive,"Geotech Instruments, LLC",Station - Site,KS19,KSRS (PS31),In Use,74,1,03-NOV-2021,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR06,KURK (AS058),In Use,V3378,1,16-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR02,KURK (AS058),In Use,V3371,1,15-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR15,KURK (AS058),In Use,V3379,1,18-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR20,KURK (AS058),In Use,V3366,1,17-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR10,KURK (AS058),In Use,V3367,1,17-JUL-2006,,
